"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2021"	"2021"	"Georgia"	"13"	"Female"	"F"	53523	5529805	967.9
	"2021"	"2021"	"Georgia"	"13"	"Male"	"M"	58749	5269761	1114.8
	"2021"	"2021"	"Hawaii"	"15"	"Female"	"F"	5908	716220	824.9
	"2021"	"2021"	"Hawaii"	"15"	"Male"	"M"	6908	725333	952.4
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	8482	942307	900.1
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	9864	958616	1029.0
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	59596	6406387	930.3
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	65452	6265082	1044.7
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	37248	3428315	1086.5
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	41069	3377670	1215.9
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	16377	1591695	1028.9
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	17838	1601384	1113.9
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	15227	1464091	1040.0
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	16802	1470491	1142.6
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	28461	2275505	1250.8
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	31842	2233889	1425.4
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	26396	2358856	1119.0
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	31137	2265191	1374.6
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	8087	695754	1162.3
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	9182	676493	1357.3
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	28038	3162705	886.5
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	30079	3002424	1001.8
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	30739	3572631	860.4
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	32376	3412092	948.9
	"2021"	"2021"	"Michigan"	"26"	"Female"	"F"	55560	5070232	1095.8
	"2021"	"2021"	"Michigan"	"26"	"Male"	"M"	62222	4980579	1249.3
	"2021"	"2021"	"Minnesota"	"27"	"Female"	"F"	24406	2846977	857.3
	"2021"	"2021"	"Minnesota"	"27"	"Male"	"M"	27234	2860413	952.1
	"2021"	"2021"	"Mississippi"	"28"	"Female"	"F"	19361	1514629	1278.3
	"2021"	"2021"	"Mississippi"	"28"	"Male"	"M"	21724	1435336	1513.5
	"2021"	"2021"	"Missouri"	"29"	"Female"	"F"	34864	3123522	1116.2
	"2021"	"2021"	"Missouri"	"29"	"Male"	"M"	38983	3044665	1280.4
	"2021"	"2021"	"Montana"	"30"	"Female"	"F"	5683	545001	1042.8
	"2021"	"2021"	"Montana"	"30"	"Male"	"M"	7024	559270	1255.9
	"2021"	"2021"	"Nebraska"	"31"	"Female"	"F"	9023	976900	923.6
	"2021"	"2021"	"Nebraska"	"31"	"Male"	"M"	9902	986792	1003.5
	"2021"	"2021"	"Nevada"	"32"	"Female"	"F"	14233	1559894	912.4
	"2021"	"2021"	"Nevada"	"32"	"Male"	"M"	18690	1584097	1179.9
	"2021"	"2021"	"New Hampshire"	"33"	"Female"	"F"	6720	695860	965.7
	"2021"	"2021"	"New Hampshire"	"33"	"Male"	"M"	7478	693132	1078.9
	"2021"	"2021"	"New Jersey"	"34"	"Female"	"F"	41107	4705188	873.7
	"2021"	"2021"	"New Jersey"	"34"	"Male"	"M"	42925	4561942	940.9
	"2021"	"2021"	"New Mexico"	"35"	"Female"	"F"	11124	1063180	1046.3
	"2021"	"2021"	"New Mexico"	"35"	"Male"	"M"	14176	1052697	1346.6
	"2021"	"2021"	"New York"	"36"	"Female"	"F"	88515	10140611	872.9
	"2021"	"2021"	"New York"	"36"	"Male"	"M"	92845	9695302	957.6
	"2021"	"2021"	"North Carolina"	"37"	"Female"	"F"	56273	5394907	1043.1
	"2021"	"2021"	"North Carolina"	"37"	"Male"	"M"	61820	5156255	1198.9
	"2021"	"2021"	"North Dakota"	"38"	"Female"	"F"	3346	376539	888.6
	"2021"	"2021"	"North Dakota"	"38"	"Male"	"M"	3920	398409	983.9
	"2021"	"2021"	"Ohio"	"39"	"Female"	"F"	70638	5967819	1183.6
	"2021"	"2021"	"Ohio"	"39"	"Male"	"M"	76997	5812198	1324.7
	"2021"	"2021"	"Oklahoma"	"40"	"Female"	"F"	23700	2002339	1183.6
	"2021"	"2021"	"Oklahoma"	"40"	"Male"	"M"	27245	1984300	1373.0
	"2021"	"2021"	"Oregon"	"41"	"Female"	"F"	20821	2129317	977.8
	"2021"	"2021"	"Oregon"	"41"	"Male"	"M"	24168	2116838	1141.7
	"2021"	"2021"	"Pennsylvania"	"42"	"Female"	"F"	74675	6564246	1137.6
	"2021"	"2021"	"Pennsylvania"	"42"	"Male"	"M"	80715	6399810	1261.2
	"2021"	"2021"	"Rhode Island"	"44"	"Female"	"F"	5627	558649	1007.3
	"2021"	"2021"	"Rhode Island"	"44"	"Male"	"M"	5616	536961	1045.9
	"2021"	"2021"	"South Carolina"	"45"	"Female"	"F"	30521	2666990	1144.4
	"2021"	"2021"	"South Carolina"	"45"	"Male"	"M"	34901	2523715	1382.9
	"2021"	"2021"	"South Dakota"	"46"	"Female"	"F"	4263	440534	967.7
	"2021"	"2021"	"South Dakota"	"46"	"Male"	"M"	4922	454842	1082.1
	"2021"	"2021"	"Tennessee"	"47"	"Female"	"F"	43020	3555217	1210.1
	"2021"	"2021"	"Tennessee"	"47"	"Male"	"M"	48110	3420001	1406.7
	"2021"	"2021"	"Texas"	"48"	"Female"	"F"	123163	14791971	832.6
	"2021"	"2021"	"Texas"	"48"	"Male"	"M"	144488	14735970	980.5
	"2021"	"2021"	"Utah"	"49"	"Female"	"F"	10531	1647906	639.1
	"2021"	"2021"	"Utah"	"49"	"Male"	"M"	12038	1690069	712.3
	"2021"	"2021"	"Vermont"	"50"	"Female"	"F"	3219	324720	991.3
	"2021"	"2021"	"Vermont"	"50"	"Male"	"M"	3658	320850	1140.1
	"2021"	"2021"	"Virginia"	"51"	"Female"	"F"	41128	4365073	942.2
	"2021"	"2021"	"Virginia"	"51"	"Male"	"M"	44812	4277201	1047.7
	"2021"	"2021"	"Washington"	"53"	"Female"	"F"	31974	3840425	832.6
	"2021"	"2021"	"Washington"	"53"	"Male"	"M"	36715	3898267	941.8
	"2021"	"2021"	"West Virginia"	"54"	"Female"	"F"	13851	893861	1549.6
	"2021"	"2021"	"West Virginia"	"54"	"Male"	"M"	15652	889098	1760.4
	"2021"	"2021"	"Wisconsin"	"55"	"Female"	"F"	28890	2942034	982.0
	"2021"	"2021"	"Wisconsin"	"55"	"Male"	"M"	32083	2953874	1086.1
	"2021"	"2021"	"Wyoming"	"56"	"Female"	"F"	2981	282589	1054.9
	"2021"	"2021"	"Wyoming"	"56"	"Male"	"M"	3601	296214	1215.7
	"2022 (provisional)"	"2022"	"Alabama"	"01"	"Female"	"F"	29692	2591778	1145.6
	"2022 (provisional)"	"2022"	"Alabama"	"01"	"Male"	"M"	32601	2448099	1331.7
	"2022 (provisional)"	"2022"	"Alaska"	"02"	"Female"	"F"	2458	348469	705.4
	"2022 (provisional)"	"2022"	"Alaska"	"02"	"Male"	"M"	3261	384204	848.8
	"2022 (provisional)"	"2022"	"Arizona"	"04"	"Female"	"F"	33530	3642602	920.5
	"2022 (provisional)"	"2022"	"Arizona"	"04"	"Male"	"M"	40552	3633714	1116.0
	"2022 (provisional)"	"2022"	"Arkansas"	"05"	"Female"	"F"	17966	1532713	1172.2
	"2022 (provisional)"	"2022"	"Arkansas"	"05"	"Male"	"M"	19889	1493178	1332.0
	"2022 (provisional)"	"2022"	"California"	"06"	"Female"	"F"	145913	19620646	743.7
	"2022 (provisional)"	"2022"	"California"	"06"	"Male"	"M"	167252	19617190	852.6
	"2022 (provisional)"	"2022"	"Colorado"	"08"	"Female"	"F"	21838	2867419	761.6
	"2022 (provisional)"	"2022"	"Colorado"	"08"	"Male"	"M"	24949	2944650	847.3
	"2022 (provisional)"	"2022"	"Connecticut"	"09"	"Female"	"F"	17112	1836010	932.0
	"2022 (provisional)"	"2022"	"Connecticut"	"09"	"Male"	"M"	17471	1769587	987.3
	"2022 (provisional)"	"2022"	"Delaware"	"10"	"Female"	"F"	5369	516048	1040.4
	"2022 (provisional)"	"2022"	"Delaware"	"10"	"Male"	"M"	5982	487336	1227.5
	"2022 (provisional)"	"2022"	"District of Columbia"	"11"	"Female"	"F"	2581	351146	735.0
	"2022 (provisional)"	"2022"	"District of Columbia"	"11"	"Male"	"M"	2804	318904	879.3
	"2022 (provisional)"	"2022"	"Florida"	"12"	"Female"	"F"	111872	11070771	1010.5
	"2022 (provisional)"	"2022"	"Florida"	"12"	"Male"	"M"	127246	10710357	1188.1
	"2022 (provisional)"	"2022"	"Georgia"	"13"	"Female"	"F"	48737	5529805	881.4
	"2022 (provisional)"	"2022"	"Georgia"	"13"	"Male"	"M"	53603	5269761	1017.2
	"2022 (provisional)"	"2022"	"Hawaii"	"15"	"Female"	"F"	6146	716220	858.1
	"2022 (provisional)"	"2022"	"Hawaii"	"15"	"Male"	"M"	7082	725333	976.4
	"2022 (provisional)"	"2022"	"Idaho"	"16"	"Female"	"F"	8040	942307	853.2
	"2022 (provisional)"	"2022"	"Idaho"	"16"	"Male"	"M"	9122	958616	951.6
	"2022 (provisional)"	"2022"	"Illinois"	"17"	"Female"	"F"	59201	6406387	924.1
	"2022 (provisional)"	"2022"	"Illinois"	"17"	"Male"	"M"	63762	6265082	1017.7
	"2022 (provisional)"	"2022"	"Indiana"	"18"	"Female"	"F"	36108	3428315	1053.2
	"2022 (provisional)"	"2022"	"Indiana"	"18"	"Male"	"M"	39260	3377670	1162.3
	"2022 (provisional)"	"2022"	"Iowa"	"19"	"Female"	"F"	16478	1591695	1035.2
	"2022 (provisional)"	"2022"	"Iowa"	"19"	"Male"	"M"	17495	1601384	1092.5
	"2022 (provisional)"	"2022"	"Kansas"	"20"	"Female"	"F"	15379	1464091	1050.4
	"2022 (provisional)"	"2022"	"Kansas"	"20"	"Male"	"M"	16172	1470491	1099.8
	"2022 (provisional)"	"2022"	"Kentucky"	"21"	"Female"	"F"	27443	2275505	1206.0
	"2022 (provisional)"	"2022"	"Kentucky"	"21"	"Male"	"M"	29610	2233889	1325.5
	"2022 (provisional)"	"2022"	"Louisiana"	"22"	"Female"	"F"	24564	2358856	1041.4
	"2022 (provisional)"	"2022"	"Louisiana"	"22"	"Male"	"M"	27775	2265191	1226.2
	"2022 (provisional)"	"2022"	"Maine"	"23"	"Female"	"F"	8181	695754	1175.8
	"2022 (provisional)"	"2022"	"Maine"	"23"	"Male"	"M"	9183	676493	1357.4
	"2022 (provisional)"	"2022"	"Maryland"	"24"	"Female"	"F"	27297	3162705	863.1
	"2022 (provisional)"	"2022"	"Maryland"	"24"	"Male"	"M"	29159	3002424	971.2
	"2022 (provisional)"	"2022"	"Massachusetts"	"25"	"Female"	"F"	31574	3572631	883.8
	"2022 (provisional)"	"2022"	"Massachusetts"	"25"	"Male"	"M"	31792	3412092	931.7
	"2022 (provisional)"	"2022"	"Michigan"	"26"	"Female"	"F"	53186	5070232	1049.0
	"2022 (provisional)"	"2022"	"Michigan"	"26"	"Male"	"M"	57313	4980579	1150.7
	"2022 (provisional)"	"2022"	"Minnesota"	"27"	"Female"	"F"	24609	2846977	864.4
	"2022 (provisional)"	"2022"	"Minnesota"	"27"	"Male"	"M"	26613	2860413	930.4
	"2022 (provisional)"	"2022"	"Mississippi"	"28"	"Female"	"F"	18059	1514629	1192.3
	"2022 (provisional)"	"2022"	"Mississippi"	"28"	"Male"	"M"	19744	1435336	1375.6
	"2022 (provisional)"	"2022"	"Missouri"	"29"	"Female"	"F"	34349	3123522	1099.7
	"2022 (provisional)"	"2022"	"Missouri"	"29"	"Male"	"M"	37502	3044665	1231.7
	"2022 (provisional)"	"2022"	"Montana"	"30"	"Female"	"F"	5341	545001	980.0
	"2022 (provisional)"	"2022"	"Montana"	"30"	"Male"	"M"	6343	559270	1134.2
	"2022 (provisional)"	"2022"	"Nebraska"	"31"	"Female"	"F"	9019	976900	923.2
	"2022 (provisional)"	"2022"	"Nebraska"	"31"	"Male"	"M"	9596	986792	972.4
	"2022 (provisional)"	"2022"	"Nevada"	"32"	"Female"	"F"	13684	1559894	877.2
	"2022 (provisional)"	"2022"	"Nevada"	"32"	"Male"	"M"	17276	1584097	1090.6
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Female"	"F"	6945	695860	998.0
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	7570	693132	1092.1
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	40300	4705188	856.5
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	41189	4561942	902.9
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	10642	1063180	1001.0
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	13013	1052697	1236.2
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	85069	10140611	838.9
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	88875	9695302	916.7
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	53893	5394907	999.0
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	58716	5156255	1138.7
	"2022 (provisional)"	"2022"	"North Dakota"	"38"	"Female"	"F"	3284	376539	872.2
	"2022 (provisional)"	"2022"	"North Dakota"	"38"	"Male"	"M"	3757	398409	943.0
	"2022 (provisional)"	"2022"	"Ohio"	"39"	"Female"	"F"	66909	5967819	1121.2
	"2022 (provisional)"	"2022"	"Ohio"	"39"	"Male"	"M"	71300	5812198	1226.7
	"2022 (provisional)"	"2022"	"Oklahoma"	"40"	"Female"	"F"	22799	2002339	1138.6
	"2022 (provisional)"	"2022"	"Oklahoma"	"40"	"Male"	"M"	25177	1984300	1268.8
	"2022 (provisional)"	"2022"	"Oregon"	"41"	"Female"	"F"	20858	2129317	979.6
	"2022 (provisional)"	"2022"	"Oregon"	"41"	"Male"	"M"	23740	2116838	1121.5
	"2022 (provisional)"	"2022"	"Pennsylvania"	"42"	"Female"	"F"	72223	6564246	1100.2
	"2022 (provisional)"	"2022"	"Pennsylvania"	"42"	"Male"	"M"	74957	6399810	1171.2
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	5293	558649	947.5
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	5411	536961	1007.7
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	28846	2666990	1081.6
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	32201	2523715	1275.9
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	4290	440534	973.8
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	4726	454842	1039.0
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	40235	3555217	1131.7
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	44754	3420001	1308.6
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	112373	14791971	759.7
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	129068	14735970	875.9
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	10452	1647906	634.3
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	11434	1690069	676.5
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	3258	324720	1003.3
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	3713	320850	1157.2
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	39978	4365073	915.9
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	42952	4277201	1004.2
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	32344	3840425	842.2
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	36850	3898267	945.3
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	13066	893861	1461.7
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Male"	"M"	14440	889098	1624.1
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Female"	"F"	28960	2942034	984.4
	"2022 (provisional)"	"2022"	"Wisconsin"	"55"	"Male"	"M"	31628	2953874	1070.7
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Female"	"F"	2707	282589	957.9
	"2022 (provisional)"	"2022"	"Wyoming"	"56"	"Male"	"M"	3198	296214	1079.6
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Female"	"F"	27075	2591778	1044.6
	"2023 (provisional and partial)"	"2023"	"Alabama"	"01"	"Male"	"M"	29568	2448099	1207.8
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Female"	"F"	2054	348469	589.4
	"2023 (provisional and partial)"	"2023"	"Alaska"	"02"	"Male"	"M"	2932	384204	763.1
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Female"	"F"	30975	3642602	850.4
	"2023 (provisional and partial)"	"2023"	"Arizona"	"04"	"Male"	"M"	36873	3633714	1014.7
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Female"	"F"	16561	1532713	1080.5
	"2023 (provisional and partial)"	"2023"	"Arkansas"	"05"	"Male"	"M"	18268	1493178	1223.4
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Female"	"F"	133950	19620646	682.7
	"2023 (provisional and partial)"	"2023"	"California"	"06"	"Male"	"M"	151496	19617190	772.3
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Female"	"F"	20197	2867419	704.4
	"2023 (provisional and partial)"	"2023"	"Colorado"	"08"	"Male"	"M"	23182	2944650	787.3
	"2023 (provisional and partial)"	"2023"	"Connecticut"	"09"	"Female"	"F"	15939	1836010	868.1
	"2023 (provisional and partial)"	"2023"	"Connecticut"	"09"	"Male"	"M"	16047	1769587	906.8
	"2023 (provisional and partial)"	"2023"	"Delaware"	"10"	"Female"	"F"	4940	516048	957.3
	"2023 (provisional and partial)"	"2023"	"Delaware"	"10"	"Male"	"M"	5363	487336	1100.5
	"2023 (provisional and partial)"	"2023"	"District of Columbia"	"11"	"Female"	"F"	2288	351146	651.6
	"2023 (provisional and partial)"	"2023"	"District of Columbia"	"11"	"Male"	"M"	2393	318904	750.4
	"2023 (provisional and partial)"	"2023"	"Florida"	"12"	"Female"	"F"	105363	11070771	951.7
	"2023 (provisional and partial)"	"2023"	"Florida"	"12"	"Male"	"M"	118530	10710357	1106.7
	"2023 (provisional and partial)"	"2023"	"Georgia"	"13"	"Female"	"F"	43903	5529805	793.9
	"2023 (provisional and partial)"	"2023"	"Georgia"	"13"	"Male"	"M"	47001	5269761	891.9
	"2023 (provisional and partial)"	"2023"	"Hawaii"	"15"	"Female"	"F"	5643	716220	787.9
	"2023 (provisional and partial)"	"2023"	"Hawaii"	"15"	"Male"	"M"	6638	725333	915.2
	"2023 (provisional and partial)"	"2023"	"Idaho"	"16"	"Female"	"F"	7500	942307	795.9
	"2023 (provisional and partial)"	"2023"	"Idaho"	"16"	"Male"	"M"	8555	958616	892.4
	"2023 (provisional and partial)"	"2023"	"Illinois"	"17"	"Female"	"F"	53741	6406387	838.9
	"2023 (provisional and partial)"	"2023"	"Illinois"	"17"	"Male"	"M"	57945	6265082	924.9
	"2023 (provisional and partial)"	"2023"	"Indiana"	"18"	"Female"	"F"	31999	3428315	933.4
	"2023 (provisional and partial)"	"2023"	"Indiana"	"18"	"Male"	"M"	34252	3377670	1014.1
	"2023 (provisional and partial)"	"2023"	"Iowa"	"19"	"Female"	"F"	15467	1591695	971.7
	"2023 (provisional and partial)"	"2023"	"Iowa"	"19"	"Male"	"M"	16083	1601384	1004.3
	"2023 (provisional and partial)"	"2023"	"Kansas"	"20"	"Female"	"F"	13803	1464091	942.8
	"2023 (provisional and partial)"	"2023"	"Kansas"	"20"	"Male"	"M"	14823	1470491	1008.0
	"2023 (provisional and partial)"	"2023"	"Kentucky"	"21"	"Female"	"F"	24018	2275505	1055.5
	"2023 (provisional and partial)"	"2023"	"Kentucky"	"21"	"Male"	"M"	26109	2233889	1168.8
	"2023 (provisional and partial)"	"2023"	"Louisiana"	"22"	"Female"	"F"	21653	2358856	917.9
	"2023 (provisional and partial)"	"2023"	"Louisiana"	"22"	"Male"	"M"	24199	2265191	1068.3
	"2023 (provisional and partial)"	"2023"	"Maine"	"23"	"Female"	"F"	8027	695754	1153.7
	"2023 (provisional and partial)"	"2023"	"Maine"	"23"	"Male"	"M"	8484	676493	1254.1
	"2023 (provisional and partial)"	"2023"	"Maryland"	"24"	"Female"	"F"	25205	3162705	796.9
	"2023 (provisional and partial)"	"2023"	"Maryland"	"24"	"Male"	"M"	26851	3002424	894.3
	"2023 (provisional and partial)"	"2023"	"Massachusetts"	"25"	"Female"	"F"	29924	3572631	837.6
	"2023 (provisional and partial)"	"2023"	"Massachusetts"	"25"	"Male"	"M"	30147	3412092	883.5
	"2023 (provisional and partial)"	"2023"	"Michigan"	"26"	"Female"	"F"	48705	5070232	960.6
	"2023 (provisional and partial)"	"2023"	"Michigan"	"26"	"Male"	"M"	52069	4980579	1045.4
	"2023 (provisional and partial)"	"2023"	"Minnesota"	"27"	"Female"	"F"	23222	2846977	815.7
	"2023 (provisional and partial)"	"2023"	"Minnesota"	"27"	"Male"	"M"	24657	2860413	862.0
	"2023 (provisional and partial)"	"2023"	"Mississippi"	"28"	"Female"	"F"	16373	1514629	1081.0
	"2023 (provisional and partial)"	"2023"	"Mississippi"	"28"	"Male"	"M"	17541	1435336	1222.1
	"2023 (provisional and partial)"	"2023"	"Missouri"	"29"	"Female"	"F"	30508	3123522	976.7
	"2023 (provisional and partial)"	"2023"	"Missouri"	"29"	"Male"	"M"	33375	3044665	1096.2
	"2023 (provisional and partial)"	"2023"	"Montana"	"30"	"Female"	"F"	5044	545001	925.5
	"2023 (provisional and partial)"	"2023"	"Montana"	"30"	"Male"	"M"	5706	559270	1020.3
	"2023 (provisional and partial)"	"2023"	"Nebraska"	"31"	"Female"	"F"	8558	976900	876.0
	"2023 (provisional and partial)"	"2023"	"Nebraska"	"31"	"Male"	"M"	8926	986792	904.5
	"2023 (provisional and partial)"	"2023"	"Nevada"	"32"	"Female"	"F"	11572	1559894	741.8
	"2023 (provisional and partial)"	"2023"	"Nevada"	"32"	"Male"	"M"	14746	1584097	930.9
	"2023 (provisional and partial)"	"2023"	"New Hampshire"	"33"	"Female"	"F"	6724	695860	966.3
	"2023 (provisional and partial)"	"2023"	"New Hampshire"	"33"	"Male"	"M"	7254	693132	1046.6
	"2023 (provisional and partial)"	"2023"	"New Jersey"	"34"	"Female"	"F"	36831	4705188	782.8
	"2023 (provisional and partial)"	"2023"	"New Jersey"	"34"	"Male"	"M"	37029	4561942	811.7
	"2023 (provisional and partial)"	"2023"	"New Mexico"	"35"	"Female"	"F"	9432	1063180	887.1
	"2023 (provisional and partial)"	"2023"	"New Mexico"	"35"	"Male"	"M"	11536	1052697	1095.9
	"2023 (provisional and partial)"	"2023"	"New York"	"36"	"Female"	"F"	78479	10140611	773.9
	"2023 (provisional and partial)"	"2023"	"New York"	"36"	"Male"	"M"	81512	9695302	840.7
	"2023 (provisional and partial)"	"2023"	"North Carolina"	"37"	"Female"	"F"	50428	5394907	934.7
	"2023 (provisional and partial)"	"2023"	"North Carolina"	"37"	"Male"	"M"	54139	5156255	1050.0
	"2023 (provisional and partial)"	"2023"	"North Dakota"	"38"	"Female"	"F"	3075	376539	816.6
	"2023 (provisional and partial)"	"2023"	"North Dakota"	"38"	"Male"	"M"	3593	398409	901.8
	"2023 (provisional and partial)"	"2023"	"Ohio"	"39"	"Female"	"F"	59900	5967819	1003.7
	"2023 (provisional and partial)"	"2023"	"Ohio"	"39"	"Male"	"M"	63501	5812198	1092.5
	"2023 (provisional and partial)"	"2023"	"Oklahoma"	"40"	"Female"	"F"	20321	2002339	1014.9
	"2023 (provisional and partial)"	"2023"	"Oklahoma"	"40"	"Male"	"M"	22054	1984300	1111.4
	"2023 (provisional and partial)"	"2023"	"Oregon"	"41"	"Female"	"F"	19066	2129317	895.4
	"2023 (provisional and partial)"	"2023"	"Oregon"	"41"	"Male"	"M"	21794	2116838	1029.6
	"2023 (provisional and partial)"	"2023"	"Pennsylvania"	"42"	"Female"	"F"	66597	6564246	1014.5
	"2023 (provisional and partial)"	"2023"	"Pennsylvania"	"42"	"Male"	"M"	68574	6399810	1071.5
	"2023 (provisional and partial)"	"2023"	"Rhode Island"	"44"	"Female"	"F"	5109	558649	914.5
	"2023 (provisional and partial)"	"2023"	"Rhode Island"	"44"	"Male"	"M"	5113	536961	952.2
	"2023 (provisional and partial)"	"2023"	"South Carolina"	"45"	"Female"	"F"	26461	2666990	992.2
	"2023 (provisional and partial)"	"2023"	"South Carolina"	"45"	"Male"	"M"	29263	2523715	1159.5
	"2023 (provisional and partial)"	"2023"	"South Dakota"	"46"	"Female"	"F"	3718	440534	844.0
	"2023 (provisional and partial)"	"2023"	"South Dakota"	"46"	"Male"	"M"	4202	454842	923.8
	"2023 (provisional and partial)"	"2023"	"Tennessee"	"47"	"Female"	"F"	37078	3555217	1042.9
	"2023 (provisional and partial)"	"2023"	"Tennessee"	"47"	"Male"	"M"	40145	3420001	1173.8
	"2023 (provisional and partial)"	"2023"	"Texas"	"48"	"Female"	"F"	103529	14791971	699.9
	"2023 (provisional and partial)"	"2023"	"Texas"	"48"	"Male"	"M"	116408	14735970	790.0
	"2023 (provisional and partial)"	"2023"	"Utah"	"49"	"Female"	"F"	9724	1647906	590.1
	"2023 (provisional and partial)"	"2023"	"Utah"	"49"	"Male"	"M"	11056	1690069	654.2
	"2023 (provisional and partial)"	"2023"	"Vermont"	"50"	"Female"	"F"	3228	324720	994.1
	"2023 (provisional and partial)"	"2023"	"Vermont"	"50"	"Male"	"M"	3434	320850	1070.3
	"2023 (provisional and partial)"	"2023"	"Virginia"	"51"	"Female"	"F"	36810	4365073	843.3
	"2023 (provisional and partial)"	"2023"	"Virginia"	"51"	"Male"	"M"	39014	4277201	912.1
	"2023 (provisional and partial)"	"2023"	"Washington"	"53"	"Female"	"F"	29343	3840425	764.1
	"2023 (provisional and partial)"	"2023"	"Washington"	"53"	"Male"	"M"	33639	3898267	862.9
	"2023 (provisional and partial)"	"2023"	"West Virginia"	"54"	"Female"	"F"	11353	893861	1270.1
	"2023 (provisional and partial)"	"2023"	"West Virginia"	"54"	"Male"	"M"	12578	889098	1414.7
	"2023 (provisional and partial)"	"2023"	"Wisconsin"	"55"	"Female"	"F"	26857	2942034	912.9
	"2023 (provisional and partial)"	"2023"	"Wisconsin"	"55"	"Male"	"M"	29315	2953874	992.4
	"2023 (provisional and partial)"	"2023"	"Wyoming"	"56"	"Female"	"F"	2556	282589	904.5
	"2023 (provisional and partial)"	"2023"	"Wyoming"	"56"	"Male"	"M"	2873	296214	969.9
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Title: 2018_lastweek_yearresstategendersingleyearagegroups"
"Group By: Year; Residence State; Gender"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
