"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"30-34 years"	"30-34"	100	59737	167.4
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"35-39 years"	"35-39"	140	60574	231.1
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"40-44 years"	"40-44"	155	57800	268.2
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"45-49 years"	"45-49"	206	53005	388.6
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"50-54 years"	"50-54"	277	50935	543.8
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"55-59 years"	"55-59"	431	53203	810.1
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	672	54230	1239.2
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"65-69 years"	"65-69"	812	49602	1637.0
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	1086	40927	2653.5
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	1202	26580	4522.2
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"80-84 years"	"80-84"	1197	15719	7615.0
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"85-89 years"	"85-89"	1086	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"90-94 years"	"90-94"	789	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"95-99 years"	"95-99"	245	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"100+ years"	"100+"	32	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"< 1 year"	"1"	55	10377	530.0
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"1-4 years"	"1-4"	10	45306	Unreliable
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	63337	Suppressed
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"10-14 years"	"10-14"	12	68419	Unreliable
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"15-19 years"	"15-19"	24	65600	36.6
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"20-24 years"	"20-24"	31	59359	52.2
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"25-29 years"	"25-29"	40	59594	67.1
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"30-34 years"	"30-34"	55	62199	88.4
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"35-39 years"	"35-39"	89	62317	142.8
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"40-44 years"	"40-44"	123	60280	204.0
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"45-49 years"	"45-49"	147	52569	279.6
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"50-54 years"	"50-54"	208	52761	394.2
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"55-59 years"	"55-59"	338	56128	602.2
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"60-64 years "	"60-64"	580	59666	972.1
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"65-69 years"	"65-69"	717	54987	1303.9
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"70-74 years"	"70-74"	938	45456	2063.5
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"75-79 years"	"75-79"	1015	29331	3460.5
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"80-84 years"	"80-84"	1084	18154	5971.1
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"85-89 years"	"85-89"	1191	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"90-94 years"	"90-94"	1162	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"95-99 years"	"95-99"	541	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"100+ years"	"100+"	118	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021 "	"2021"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"< 1 year"	"1"	62	10826	572.7
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"1-4 years"	"1-4"	18	47815	Unreliable
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	66092	Suppressed
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"10-14 years"	"10-14"	17	72100	Unreliable
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"15-19 years"	"15-19"	59	68937	85.6
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"20-24 years"	"20-24"	109	64447	169.1
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"25-29 years"	"25-29"	135	64204	210.3
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"30-34 years"	"30-34"	150	62867	238.6
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"35-39 years"	"35-39"	168	64019	262.4
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"40-44 years"	"40-44"	189	62770	301.1
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"45-49 years"	"45-49"	247	55583	444.4
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"50-54 years"	"50-54"	385	55071	699.1
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"55-59 years"	"55-59"	551	55174	998.7
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"60-64 years "	"60-64"	809	57650	1403.3
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"65-69 years"	"65-69"	1001	52849	1894.1
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"70-74 years"	"70-74"	1234	44054	2801.1
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"75-79 years"	"75-79"	1288	27163	4741.7
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"80-84 years"	"80-84"	1333	15846	8412.2
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"85-89 years"	"85-89"	1119	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"90-94 years"	"90-94"	715	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"95-99 years"	"95-99"	247	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"100+ years"	"100+"	23	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021 "	"2021"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	402	72198	556.8
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	60	299374	20.0
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"5-9 years"	"5-9"	34	380549	8.9
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"10-14 years"	"10-14"	62	401510	15.4
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	100	405044	24.7
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	206	416925	49.4
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	269	445499	60.4
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	339	428554	79.1
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	470	427036	110.1
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	552	393317	140.3
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	850	413004	205.8
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"50-54 years"	"50-54"	1388	416585	333.2
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"55-59 years"	"55-59"	2476	444087	557.5
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"60-64 years "	"60-64"	3253	414015	785.7
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"65-69 years"	"65-69"	3824	343599	1112.9
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"70-74 years"	"70-74"	4746	266766	1779.1
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"75-79 years"	"75-79"	5931	196563	3017.4
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"80-84 years"	"80-84"	6969	138823	5020.1
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"85-89 years"	"85-89"	8704	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"90-94 years"	"90-94"	8423	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"95-99 years"	"95-99"	4485	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"100+ years"	"100+"	1097	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	540	75425	715.9
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	65	313622	20.7
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"5-9 years"	"5-9"	48	397553	12.1
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"10-14 years"	"10-14"	79	417638	18.9
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	281	423161	66.4
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	589	430577	136.8
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	793	458281	173.0
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	796	437447	182.0
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	878	427485	205.4
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	1037	391887	264.6
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	1517	404889	374.7
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"50-54 years"	"50-54"	2293	405372	565.7
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"55-59 years"	"55-59"	3781	423511	892.8
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"60-64 years "	"60-64"	5054	383574	1317.6
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"65-69 years"	"65-69"	5538	305975	1810.0
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"70-74 years"	"70-74"	5981	225913	2647.5
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"75-79 years"	"75-79"	6393	151858	4209.9
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"80-84 years"	"80-84"	6545	96790	6762.1
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"85-89 years"	"85-89"	6453	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"90-94 years"	"90-94"	4742	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"95-99 years"	"95-99"	1704	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"100+ years"	"100+"	271	Not Applicable	Not Applicable
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	359	70270	510.9
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	60	294949	20.3
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"5-9 years"	"5-9"	30	375851	8.0
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"10-14 years"	"10-14"	43	395533	10.9
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	109	402205	27.1
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	168	408950	41.1
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	269	442312	60.8
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	338	425479	79.4
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	465	424190	109.6
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	565	394115	143.4
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	916	404188	226.6
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	1348	404986	332.9
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	2326	437064	532.2
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	3129	417035	750.3
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	4014	350001	1146.9
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	4952	278220	1779.9
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	5810	202020	2876.0
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	6946	141946	4893.4
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"85-89 years"	"85-89"	8298	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"90-94 years"	"90-94"	8089	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"95-99 years"	"95-99"	4362	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"100+ years"	"100+"	1036	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	435	73453	592.2
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	68	308262	22.1
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"5-9 years"	"5-9"	42	393876	10.7
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"10-14 years"	"10-14"	55	410485	13.4
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	289	420425	68.7
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	543	421027	129.0
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	734	454918	161.3
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	797	435387	183.1
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	929	425765	218.2
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	1083	393065	275.5
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	1513	395740	382.3
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	2204	394875	558.2
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	3680	417537	881.4
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	4846	386647	1253.3
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	5653	312178	1810.8
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	6024	235634	2556.5
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	6490	157008	4133.5
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	6717	99256	6767.3
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"85-89 years"	"85-89"	6578	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"90-94 years"	"90-94"	4806	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"95-99 years"	"95-99"	1734	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"100+ years"	"100+"	240	Not Applicable	Not Applicable
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	322	68567	469.6
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	60	287502	20.9
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"5-9 years"	"5-9"	40	372502	10.7
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	53	390774	13.6
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"15-19 years"	"15-19"	127	396691	32.0
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"20-24 years"	"20-24"	232	403351	57.5
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"25-29 years"	"25-29"	302	435501	69.3
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"30-34 years"	"30-34"	393	423722	92.7
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"35-39 years"	"35-39"	561	419823	133.6
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"40-44 years"	"40-44"	687	397585	172.8
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"45-49 years"	"45-49"	1003	391991	255.9
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"50-54 years"	"50-54"	1570	399301	393.2
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"55-59 years"	"55-59"	2530	425861	594.1
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"60-64 years "	"60-64"	3958	417281	948.5
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"65-69 years"	"65-69"	4782	357180	1338.8
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"70-74 years"	"70-74"	6179	290359	2128.1
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"75-79 years"	"75-79"	7040	205633	3423.6
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"80-84 years"	"80-84"	8313	143650	5787.0
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"85-89 years"	"85-89"	9731	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"90-94 years"	"90-94"	9448	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"95-99 years"	"95-99"	5305	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"100+ years"	"100+"	1412	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	415	71485	580.5
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"1-4 years"	"1-4"	65	299965	21.7
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"5-9 years"	"5-9"	44	390001	11.3
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"10-14 years"	"10-14"	70	405004	17.3
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"15-19 years"	"15-19"	377	415550	90.7
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"20-24 years"	"20-24"	689	415004	166.0
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"25-29 years"	"25-29"	978	447334	218.6
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"30-34 years"	"30-34"	999	434727	229.8
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"35-39 years"	"35-39"	1139	421828	270.0
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"40-44 years"	"40-44"	1383	397182	348.2
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"45-49 years"	"45-49"	1886	385074	489.8
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"50-54 years"	"50-54"	2724	389372	699.6
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"55-59 years"	"55-59"	4296	407585	1054.0
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	6300	387733	1624.8
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"65-69 years"	"65-69"	7148	317718	2249.8
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	7931	246484	3217.7
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	8089	160757	5031.8
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"80-84 years"	"80-84"	8219	100597	8170.2
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"85-89 years"	"85-89"	7741	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"90-94 years"	"90-94"	5763	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"95-99 years"	"95-99"	2063	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"100+ years"	"100+"	289	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"< 1 year"	"1"	328	64604	507.7
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"1-4 years"	"1-4"	63	281219	22.4
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"5-9 years"	"5-9"	56	374091	15.0
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"10-14 years"	"10-14"	51	401670	12.7
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"15-19 years"	"15-19"	131	407131	32.2
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"20-24 years"	"20-24"	236	401847	58.7
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"25-29 years"	"25-29"	325	422376	76.9
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"30-34 years"	"30-34"	449	427415	105.1
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"35-39 years"	"35-39"	576	423889	135.9
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"40-44 years"	"40-44"	769	409324	187.9
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"45-49 years"	"45-49"	1050	385048	272.7
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"50-54 years"	"50-54"	1613	404352	398.9
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"55-59 years"	"55-59"	2559	418534	611.4
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"60-64 years "	"60-64"	3839	419657	914.8
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"65-69 years"	"65-69"	4788	364248	1314.5
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"70-74 years"	"70-74"	6106	302093	2021.2
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"75-79 years"	"75-79"	6831	202261	3377.3
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"80-84 years"	"80-84"	7649	139406	5486.9
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"85-89 years"	"85-89"	8467	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"90-94 years"	"90-94"	8117	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"95-99 years"	"95-99"	4522	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"100+ years"	"100+"	1070	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 "	"2021"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"< 1 year"	"1"	415	67638	613.6
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"1-4 years"	"1-4"	60	293160	20.5
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"5-9 years"	"5-9"	48	391506	12.3
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"10-14 years"	"10-14"	79	420021	18.8
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"15-19 years"	"15-19"	411	428253	96.0
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"20-24 years"	"20-24"	681	413262	164.8
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"25-29 years"	"25-29"	997	428819	232.5
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"30-34 years"	"30-34"	1090	434980	250.6
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"35-39 years"	"35-39"	1272	432277	294.3
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"40-44 years"	"40-44"	1395	414845	336.3
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"45-49 years"	"45-49"	1894	387015	489.4
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"50-54 years"	"50-54"	2856	404683	705.7
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"55-59 years"	"55-59"	4235	411181	1030.0
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"60-64 years "	"60-64"	6131	401210	1528.1
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"65-69 years"	"65-69"	6952	332577	2090.3
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"70-74 years"	"70-74"	7837	260928	3003.5
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"75-79 years"	"75-79"	7674	160921	4768.8
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"80-84 years"	"80-84"	7426	98807	7515.7
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"85-89 years"	"85-89"	6940	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"90-94 years"	"90-94"	4962	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"95-99 years"	"95-99"	1838	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"100+ years"	"100+"	249	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 "	"2021"	"Male"	"M"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
