"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	38	5762	659.5
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	22640	Suppressed
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"5-14 years"	"5-14"	12	52308	Unreliable
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"15-24 years"	"15-24"	78	59592	130.9
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"25-34 years"	"25-34"	125	58634	213.2
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"35-44 years"	"35-44"	111	47669	232.9
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"45-54 years"	"45-54"	280	55350	505.9
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"55-64 years"	"55-64"	455	48658	935.1
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"65-74 years"	"65-74"	457	21262	2149.4
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"75-84 years"	"75-84"	395	7457	5297.0
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"85+ years"	"85+"	262	1906	13746.1
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	26	5658	459.5
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	21059	Suppressed
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"5-14 years"	"5-14"	10	49694	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"15-24 years"	"15-24"	28	50363	55.6
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"25-34 years"	"25-34"	51	53289	95.7
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"35-44 years"	"35-44"	76	43458	174.9
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"45-54 years"	"45-54"	168	48213	348.5
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"55-64 years"	"55-64"	286	44312	645.4
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"65-74 years"	"65-74"	298	21055	1415.3
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"75-84 years"	"75-84"	337	8776	3840.0
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	461	3687	12503.4
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	38	5900	644.1
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"1-4 years"	"1-4"	10	22775	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"5-14 years"	"5-14"	12	52792	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"15-24 years"	"15-24"	77	62218	123.8
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"25-34 years"	"25-34"	117	61539	190.1
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"35-44 years"	"35-44"	116	46996	246.8
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"45-54 years"	"45-54"	253	52269	484.0
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"55-64 years"	"55-64"	509	48508	1049.3
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"65-74 years"	"65-74"	425	22755	1867.7
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"75-84 years"	"75-84"	416	7814	5323.8
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	274	2002	13686.3
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	33	5462	604.2
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	20977	Suppressed
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	49219	Suppressed
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"15-24 years"	"15-24"	37	49523	74.7
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"25-34 years"	"25-34"	45	54657	82.3
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"35-44 years"	"35-44"	71	43122	164.6
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"45-54 years"	"45-54"	167	46817	356.7
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"55-64 years"	"55-64"	271	44639	607.1
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"65-74 years"	"65-74"	293	22362	1310.3
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"75-84 years"	"75-84"	372	8888	4185.4
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"85+ years"	"85+"	426	3770	11299.7
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	42	5695	737.5
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"1-4 years"	"1-4"	13	22574	Unreliable
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	52496	Suppressed
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"15-24 years"	"15-24"	70	62364	112.2
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	120	63739	188.3
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	115	46858	245.4
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	281	50766	553.5
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	515	48411	1063.8
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	468	24244	1930.4
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	468	7988	5858.8
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	306	2161	14160.1
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	40	5576	717.4
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	21275	Suppressed
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"5-14 years"	"5-14"	11	49014	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"15-24 years"	"15-24"	36	48284	74.6
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	56	55213	101.4
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	64	43017	148.8
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	160	45280	353.4
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	311	45160	688.7
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	343	23524	1458.1
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	382	9243	4132.9
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	456	3821	11934.0
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	38	5807	654.4
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"1-4 years"	"1-4"	16	22791	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"5-14 years"	"5-14"	11	51899	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"15-24 years"	"15-24"	86	62243	138.2
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	126	65273	193.0
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	130	47139	275.8
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"45-54 years"	"45-54"	273	49160	555.3
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"55-64 years"	"55-64"	495	48464	1021.4
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"65-74 years"	"65-74"	493	25631	1923.5
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"75-84 years"	"75-84"	475	8302	5721.5
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"85+ years"	"85+"	307	2316	13255.6
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	25	5381	464.6
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	21089	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	50083	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"15-24 years"	"15-24"	35	47164	74.2
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"25-34 years"	"25-34"	84	56357	149.0
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"35-44 years"	"35-44"	76	43850	173.3
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"45-54 years"	"45-54"	171	44927	380.6
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"55-64 years"	"55-64"	308	46100	668.1
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"65-74 years"	"65-74"	376	25192	1492.5
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"75-84 years"	"75-84"	375	9616	3899.8
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"85+ years"	"85+"	442	4003	11041.7
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	35	5557	629.8
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"1-4 years"	"1-4"	13	22088	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"5-14 years"	"5-14"	12	53039	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"15-24 years"	"15-24"	103	58200	177.0
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"25-34 years"	"25-34"	151	64096	235.6
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"35-44 years"	"35-44"	146	48295	302.3
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"45-54 years"	"45-54"	228	49240	463.0
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"55-64 years"	"55-64"	507	49222	1030.0
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"65-74 years"	"65-74"	567	27195	2084.9
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"75-84 years"	"75-84"	480	8783	5465.1
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"85+ years"	"85+"	344	2417	14232.5
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"< 1 year"	"1"	28	5426	516.0
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"1-4 years"	"1-4"	11	21032	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"5-14 years"	"5-14"	10	49369	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"15-24 years"	"15-24"	27	45361	59.5
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"25-34 years"	"25-34"	72	56156	128.2
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"35-44 years"	"35-44"	74	44555	166.1
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"45-54 years"	"45-54"	174	43425	400.7
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"55-64 years"	"55-64"	304	46245	657.4
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	345	26910	1282.1
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	383	10503	3646.6
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	461	4021	11464.8
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	31	5673	546.4
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"1-4 years"	"1-4"	12	21952	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"5-14 years"	"5-14"	22	52166	42.2
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"15-24 years"	"15-24"	98	56158	174.5
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"25-34 years"	"25-34"	157	64059	245.1
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"35-44 years"	"35-44"	135	48657	277.5
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"45-54 years"	"45-54"	231	47860	482.7
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"55-64 years"	"55-64"	470	49121	956.8
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	574	28994	1979.7
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"75-84 years"	"75-84"	454	9619	4719.8
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	337	2533	13304.4
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	27	5215	517.7
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	20818	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"5-14 years"	"5-14"	11	49377	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"15-24 years"	"15-24"	25	44601	56.1
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"25-34 years"	"25-34"	73	55763	130.9
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"35-44 years"	"35-44"	83	45225	183.5
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"45-54 years"	"45-54"	153	42122	363.2
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"55-64 years"	"55-64"	262	45975	569.9
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"65-74 years"	"65-74"	369	28361	1301.1
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"75-84 years"	"75-84"	426	11149	3821.0
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"85+ years"	"85+"	476	4259	11176.3
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	33	5450	605.5
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	21632	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"5-14 years"	"5-14"	15	52438	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"15-24 years"	"15-24"	72	54662	131.7
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"25-34 years"	"25-34"	120	63102	190.2
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"35-44 years"	"35-44"	123	49425	248.9
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"45-54 years"	"45-54"	248	45995	539.2
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"55-64 years"	"55-64"	504	48627	1036.5
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"65-74 years"	"65-74"	580	30194	1920.9
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"75-84 years"	"75-84"	497	10454	4754.2
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"85+ years"	"85+"	345	2594	13299.9
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	21	4881	430.2
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	20046	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"5-14 years"	"5-14"	10	48858	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"15-24 years"	"15-24"	37	43419	85.2
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"25-34 years"	"25-34"	81	55083	147.1
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"35-44 years"	"35-44"	86	45800	187.8
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"45-54 years"	"45-54"	127	40632	312.6
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"55-64 years"	"55-64"	282	45269	622.9
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"65-74 years"	"65-74"	401	29793	1346.0
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"75-84 years"	"75-84"	449	11906	3771.2
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	504	4440	11351.4
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	27	5097	529.7
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	21056	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"5-14 years"	"5-14"	12	51804	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"15-24 years"	"15-24"	88	52974	166.1
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"25-34 years"	"25-34"	146	62505	233.6
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"35-44 years"	"35-44"	156	49965	312.2
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"45-54 years"	"45-54"	208	44498	467.4
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"55-64 years"	"55-64"	487	48070	1013.1
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"65-74 years"	"65-74"	621	31507	1971.0
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"75-84 years"	"75-84"	530	11201	4731.7
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	322	2741	11747.5
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"< 1 year"	"1"	19	4748	Unreliable
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	19348	Suppressed
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	48968	Suppressed
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"15-24 years"	"15-24"	39	42840	91.0
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"25-34 years"	"25-34"	92	54341	169.3
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"35-44 years"	"35-44"	109	46881	232.5
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"45-54 years"	"45-54"	158	39860	396.4
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"55-64 years"	"55-64"	320	44296	722.4
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"65-74 years"	"65-74"	442	31364	1409.3
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"75-84 years"	"75-84"	448	12489	3587.2
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"85+ years"	"85+"	533	4486	11881.4
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"< 1 year"	"1"	30	4958	605.1
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	20695	Suppressed
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"5-14 years"	"5-14"	26	51705	50.3
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"15-24 years"	"15-24"	93	52559	176.9
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"25-34 years"	"25-34"	146	61967	235.6
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"35-44 years"	"35-44"	176	51260	343.3
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"45-54 years"	"45-54"	251	43616	575.5
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"55-64 years"	"55-64"	536	47240	1134.6
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"65-74 years"	"65-74"	692	32794	2110.1
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"75-84 years"	"75-84"	646	11890	5433.1
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"85+ years"	"85+"	397	2853	13915.2
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	232	37892	612.3
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	44	145805	30.2
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"5-14 years"	"5-14"	56	363150	15.4
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"15-24 years"	"15-24"	151	339691	44.5
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"25-34 years"	"25-34"	228	354781	64.3
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"35-44 years"	"35-44"	558	376826	148.1
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"45-54 years"	"45-54"	962	308541	311.8
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"55-64 years"	"55-64"	1626	224305	724.9
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"65-74 years"	"65-74"	3307	192050	1721.9
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"75-84 years"	"75-84"	5688	131213	4334.9
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"85+ years"	"85+"	5938	44045	13481.7
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	316	39614	797.7
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"1-4 years"	"1-4"	64	152777	41.9
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"5-14 years"	"5-14"	79	381338	20.7
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"15-24 years"	"15-24"	489	371056	131.8
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	629	383757	163.9
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	1124	384610	292.2
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	1698	296226	573.2
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	2495	203442	1226.4
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	4524	170664	2650.8
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	6236	99885	6243.2
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	3565	22155	16091.2
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"Not Stated"	"NS"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"< 1 year"	"1"	251	37830	663.5
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"1-4 years"	"1-4"	50	148922	33.6
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"5-14 years"	"5-14"	59	374540	15.8
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"15-24 years"	"15-24"	153	348888	43.9
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	255	355599	71.7
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"35-44 years"	"35-44"	552	380147	145.2
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"45-54 years"	"45-54"	1004	320115	313.6
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"55-64 years"	"55-64"	1614	231962	695.8
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"65-74 years"	"65-74"	3284	192152	1709.1
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"75-84 years"	"75-84"	5857	133923	4373.4
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"85+ years"	"85+"	6172	45497	13565.7
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"< 1 year"	"1"	322	39591	813.3
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"1-4 years"	"1-4"	63	156043	40.4
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"5-14 years"	"5-14"	102	393540	25.9
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"15-24 years"	"15-24"	522	381694	136.8
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"25-34 years"	"25-34"	641	387066	165.6
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"35-44 years"	"35-44"	1140	388657	293.3
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"45-54 years"	"45-54"	1779	307789	578.0
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"55-64 years"	"55-64"	2457	210410	1167.7
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"65-74 years"	"65-74"	4515	171689	2629.8
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"75-84 years"	"75-84"	6089	101550	5996.1
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	"85+ years"	"85+"	3594	23028	15607.1
