"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"27 years"	"27"	123	77208	159.3
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"28 years"	"28"	123	73550	167.2
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"29 years"	"29"	127	70959	179.0
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"30 years"	"30"	133	69501	191.4
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"31 years"	"31"	153	69130	221.3
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"32 years"	"32"	142	69413	204.6
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"33 years"	"33"	143	66611	214.7
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"34 years"	"34"	141	67815	207.9
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"35 years"	"35"	146	68180	214.1
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"36 years"	"36"	159	67965	233.9
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"37 years"	"37"	168	70472	238.4
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"38 years"	"38"	160	66078	242.1
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"39 years"	"39"	169	64755	261.0
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"40 years"	"40"	174	64352	270.4
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"41 years"	"41"	142	62875	225.8
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"42 years"	"42"	166	65465	253.6
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"43 years"	"43"	188	63948	294.0
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"44 years"	"44"	202	66059	305.8
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"45 years"	"45"	257	69235	371.2
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"46 years"	"46"	275	72664	378.5
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"47 years"	"47"	276	73358	376.2
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"48 years"	"48"	262	67867	386.0
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"49 years"	"49"	349	66324	526.2
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"50 years"	"50"	358	65763	544.4
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"51 years"	"51"	416	66996	620.9
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"52 years"	"52"	442	69923	632.1
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"53 years"	"53"	503	69923	719.4
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"54 years"	"54"	499	68116	732.6
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"55 years"	"55"	618	66822	924.8
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"56 years"	"56"	637	66425	959.0
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"57 years"	"57"	699	66099	1057.5
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"58 years"	"58"	717	62936	1139.3
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"59 years"	"59"	757	61136	1238.2
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"60 years"	"60"	833	60215	1383.4
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"61 years"	"61"	837	57254	1461.9
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"62 years"	"62"	852	55879	1524.7
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"63 years"	"63"	883	52767	1673.4
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"64 years"	"64"	903	50356	1793.2
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"65 years"	"65"	919	47529	1933.6
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"66 years"	"66"	875	45864	1907.8
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"67 years"	"67"	921	45468	2025.6
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"68 years"	"68"	1028	44117	2330.2
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"69 years"	"69"	1023	44016	2324.2
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"70 years"	"70"	1137	44963	2528.7
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"71 years"	"71"	967	32761	2951.7
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"72 years"	"72"	968	32038	3021.4
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"73 years"	"73"	997	30314	3288.9
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"74 years"	"74"	1113	30482	3651.3
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"75 years"	"75"	1041	25529	4077.7
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"76 years"	"76"	990	23064	4292.4
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"77 years"	"77"	989	21191	4667.1
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"78 years"	"78"	926	18976	4879.8
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"79 years"	"79"	1016	17191	5910.1
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"80 years"	"80"	908	15305	5932.7
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"81 years"	"81"	932	13909	6700.7
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"82 years"	"82"	895	12575	7117.3
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"83 years"	"83"	921	10647	8650.3
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"84 years"	"84"	928	9726	9541.4
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"85 years"	"85"	887	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"86 years"	"86"	852	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"87 years"	"87"	823	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"88 years"	"88"	680	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"89 years"	"89"	683	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"90 years"	"90"	632	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"91 years"	"91"	563	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"92 years"	"92"	465	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"93 years"	"93"	401	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"94 years"	"94"	321	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"95 years"	"95"	252	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"96 years"	"96"	169	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"97 years"	"97"	127	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"98 years"	"98"	91	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"99 years"	"99"	67	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"100+ years"	"100"	84	Not Applicable	Not Applicable
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"0"	412	62029	664.2
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"1 year"	"1"	18	63330	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"2 years"	"2"	16	65083	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"3 years"	"3"	Suppressed	66198	Suppressed
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"4 years"	"4"	12	65431	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"5 years"	"5"	Suppressed	65556	Suppressed
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"6 years"	"6"	11	67129	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"7 years"	"7"	11	67509	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"8 years"	"8"	11	68124	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"9 years"	"9"	Suppressed	68215	Suppressed
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"10 years"	"10"	Suppressed	71353	Suppressed
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"11 years"	"11"	Suppressed	71967	Suppressed
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"12 years"	"12"	12	71710	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"13 years"	"13"	Suppressed	71075	Suppressed
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"14 years"	"14"	15	71239	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"15 years"	"15"	23	70622	32.6
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"16 years"	"16"	16	70879	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"17 years"	"17"	31	72680	42.7
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"18 years"	"18"	32	72480	44.2
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"19 years"	"19"	21	70997	29.6
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"20 years"	"20"	21	69365	30.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"21 years"	"21"	41	69265	59.2
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"22 years"	"22"	30	69217	43.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"23 years"	"23"	41	71470	57.4
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"24 years"	"24"	42	73156	57.4
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"25 years"	"25"	50	74820	66.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"26 years"	"26"	53	76823	69.0
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"27 years"	"27"	49	78500	62.4
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"28 years"	"28"	57	78280	72.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"29 years"	"29"	57	75340	75.7
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"30 years"	"30"	60	72707	82.5
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"31 years"	"31"	70	71608	97.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"32 years"	"32"	75	71150	105.4
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"33 years"	"33"	79	72708	108.7
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"34 years"	"34"	79	70668	111.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"35 years"	"35"	85	72428	117.4
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"36 years"	"36"	70	72969	95.9
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"37 years"	"37"	105	73124	143.6
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"38 years"	"38"	120	74873	160.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"39 years"	"39"	111	70915	156.5
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"40 years"	"40"	120	69782	172.0
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"41 years"	"41"	116	69433	167.1
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"42 years"	"42"	127	67450	188.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"43 years"	"43"	130	70606	184.1
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"44 years"	"44"	137	69084	198.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"45 years"	"45"	154	71260	216.1
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"46 years"	"46"	195	73935	263.7
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"47 years"	"47"	172	77207	222.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"48 years"	"48"	186	76409	243.4
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"49 years"	"49"	252	71239	353.7
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"50 years"	"50"	249	69109	360.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"51 years"	"51"	251	69082	363.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"52 years"	"52"	291	70406	413.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"53 years"	"53"	336	73500	457.1
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"54 years"	"54"	340	73785	460.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"55 years"	"55"	375	72791	515.2
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"56 years"	"56"	495	71740	690.0
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"57 years"	"57"	480	71578	670.6
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"58 years"	"58"	513	70645	726.2
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"59 years"	"59"	508	68060	746.4
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"60 years"	"60"	511	66652	766.7
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"61 years"	"61"	584	66344	880.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"62 years"	"62"	596	63894	932.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"63 years"	"63"	640	62821	1018.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"64 years"	"64"	618	60365	1023.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"65 years"	"65"	680	57769	1177.1
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"66 years"	"66"	645	55686	1158.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"67 years"	"67"	678	54385	1246.7
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"68 years"	"68"	777	52967	1467.0
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"69 years"	"69"	758	51489	1472.2
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"70 years"	"70"	856	50934	1680.6
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"71 years"	"71"	976	52064	1874.6
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"72 years"	"72"	854	38417	2223.0
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"73 years"	"73"	852	37703	2259.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"74 years"	"74"	891	36246	2458.2
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"75 years"	"75"	1021	36235	2817.7
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"76 years"	"76"	940	30922	3039.9
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"77 years"	"77"	977	28057	3482.2
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"78 years"	"78"	887	26232	3381.4
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"79 years"	"79"	945	24058	3928.0
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"80 years"	"80"	990	22176	4464.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"81 years"	"81"	975	19769	4932.0
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"82 years"	"82"	1119	18621	6009.3
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"83 years"	"83"	1130	17754	6364.8
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"84 years"	"84"	1056	15223	6936.9
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"85 years"	"85"	1116	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"86 years"	"86"	1155	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"87 years"	"87"	1169	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"88 years"	"88"	1187	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"89 years"	"89"	1121	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"90 years"	"90"	1047	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"91 years"	"91"	1086	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"92 years"	"92"	962	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"93 years"	"93"	909	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"94 years"	"94"	746	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"95 years"	"95"	630	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"96 years"	"96"	573	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"97 years"	"97"	447	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"98 years"	"98"	346	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"99 years"	"99"	264	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"100+ years"	"100"	500	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"0"	476	64923	733.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"1 year"	"1"	32	66258	48.3
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"2 years"	"2"	24	67487	35.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"3 years"	"3"	17	68271	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"4 years"	"4"	20	68404	29.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"5 years"	"5"	13	67929	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"6 years"	"6"	11	69301	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"7 years"	"7"	10	70318	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"8 years"	"8"	Suppressed	70538	Suppressed
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"9 years"	"9"	12	71285	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"10 years"	"10"	Suppressed	74315	Suppressed
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"11 years"	"11"	Suppressed	74802	Suppressed
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"12 years"	"12"	21	74328	28.3
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"13 years"	"13"	14	73494	Unreliable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"14 years"	"14"	20	73475	27.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"15 years"	"15"	33	72776	45.3
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"16 years"	"16"	38	72791	52.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"17 years"	"17"	53	74927	70.7
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"18 years"	"18"	75	76196	98.4
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"19 years"	"19"	80	74022	108.1
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"20 years"	"20"	83	72977	113.7
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"21 years"	"21"	100	71724	139.4
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"22 years"	"22"	101	71497	141.3
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"23 years"	"23"	111	73253	151.5
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"24 years"	"24"	124	74728	165.9
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"25 years"	"25"	131	76861	170.4
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"26 years"	"26"	116	78068	148.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"27 years"	"27"	141	78309	180.1
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"28 years"	"28"	119	77226	154.1
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"29 years"	"29"	131	73518	178.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"30 years"	"30"	135	70976	190.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"31 years"	"31"	131	69561	188.3
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"32 years"	"32"	133	69371	191.7
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"33 years"	"33"	142	69581	204.1
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"34 years"	"34"	122	67171	181.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"35 years"	"35"	145	67975	213.3
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"36 years"	"36"	147	68444	214.8
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"37 years"	"37"	151	67985	222.1
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"38 years"	"38"	173	70455	245.5
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"39 years"	"39"	164	66060	248.3
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"40 years"	"40"	184	64554	285.0
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"41 years"	"41"	177	64494	274.4
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"42 years"	"42"	183	62941	290.7
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"43 years"	"43"	198	65155	303.9
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"44 years"	"44"	232	63875	363.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"45 years"	"45"	239	65915	362.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"46 years"	"46"	275	68991	398.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"47 years"	"47"	309	72360	427.0
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"48 years"	"48"	315	73173	430.5
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"49 years"	"49"	328	67930	482.8
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"50 years"	"50"	313	65672	476.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"51 years"	"51"	379	65716	576.7
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"52 years"	"52"	438	66858	655.1
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"53 years"	"53"	495	69405	713.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"54 years"	"54"	514	69486	739.7
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"55 years"	"55"	566	67473	838.9
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"56 years"	"56"	668	66363	1006.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"57 years"	"57"	679	65874	1030.8
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"58 years"	"58"	723	65694	1100.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"59 years"	"59"	737	62129	1186.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"60 years"	"60"	769	60284	1275.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"61 years"	"61"	807	59540	1355.4
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"62 years"	"62"	866	56294	1538.4
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"63 years"	"63"	889	55150	1612.0
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"64 years"	"64"	938	51991	1804.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"65 years"	"65"	929	49428	1879.5
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"66 years"	"66"	1026	46624	2200.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"67 years"	"67"	987	45044	2191.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"68 years"	"68"	1002	44521	2250.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"69 years"	"69"	994	43063	2308.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"70 years"	"70"	1128	42895	2629.7
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"71 years"	"71"	1206	43963	2743.2
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"72 years"	"72"	985	31848	3092.8
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"73 years"	"73"	995	31078	3201.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"74 years"	"74"	1097	29295	3744.7
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"75 years"	"75"	1114	29339	3797.0
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"76 years"	"76"	1068	24516	4356.3
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"77 years"	"77"	1025	22095	4639.1
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"78 years"	"78"	1018	20217	5035.4
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"79 years"	"79"	987	18069	5462.4
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"80 years"	"80"	1065	16224	6564.3
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"81 years"	"81"	986	14447	6824.9
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"82 years"	"82"	1002	12980	7719.6
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"83 years"	"83"	965	11662	8274.7
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"84 years"	"84"	917	9761	9394.5
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"85 years"	"85"	908	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"86 years"	"86"	878	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"87 years"	"87"	824	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"88 years"	"88"	769	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"89 years"	"89"	703	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	"90 years"	"90"	650	Not Applicable	Not Applicable
