"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	"65-74 years"	"65-74"	2240	155752	1438.2
	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	"75-84 years"	"75-84"	3479	89801	3874.1
	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	"85+ years"	"85+"	7008	52325	13393.2
	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	110	19587	561.6
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	20	81780	24.5
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"5-14 years"	"5-14"	33	209652	15.7
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"15-24 years"	"15-24"	180	227166	79.2
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"25-34 years"	"25-34"	287	204122	140.6
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"35-44 years"	"35-44"	367	193396	189.8
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"45-54 years"	"45-54"	835	186836	446.9
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"55-64 years"	"55-64"	2173	206316	1053.2
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"65-74 years"	"65-74"	3181	145121	2192.0
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"75-84 years"	"75-84"	3784	70065	5400.7
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"85+ years"	"85+"	4311	26766	16106.3
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	67	18327	365.6
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	13	77238	Unreliable
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"5-14 years"	"5-14"	22	199596	11.0
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"15-24 years"	"15-24"	73	212059	34.4
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"25-34 years"	"25-34"	120	193206	62.1
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"35-44 years"	"35-44"	237	189018	125.4
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"45-54 years"	"45-54"	509	179900	282.9
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"55-64 years"	"55-64"	1355	210481	643.8
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"65-74 years"	"65-74"	2256	161188	1399.6
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"75-84 years"	"75-84"	3640	91244	3989.3
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	6979	51738	13489.1
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	122	19213	635.0
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	13	80858	Unreliable
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"5-14 years"	"5-14"	44	208899	21.1
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"15-24 years"	"15-24"	180	224356	80.2
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"25-34 years"	"25-34"	308	204944	150.3
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"35-44 years"	"35-44"	401	196197	204.4
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"45-54 years"	"45-54"	867	182609	474.8
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"55-64 years"	"55-64"	2327	205215	1133.9
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"65-74 years"	"65-74"	3318	150259	2208.2
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"75-84 years"	"75-84"	3833	71589	5354.2
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	4183	26936	15529.4
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	66	18061	365.4
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	17	76299	Unreliable
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"5-14 years"	"5-14"	23	199658	11.5
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"15-24 years"	"15-24"	72	212965	33.8
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"25-34 years"	"25-34"	155	193457	80.1
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"35-44 years"	"35-44"	264	191500	137.9
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"45-54 years"	"45-54"	583	177121	329.2
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"55-64 years"	"55-64"	1524	208336	731.5
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"65-74 years"	"65-74"	2819	167265	1685.3
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"75-84 years"	"75-84"	4172	91939	4537.8
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"85+ years"	"85+"	7976	51265	15558.4
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	92	18913	486.4
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"1-4 years"	"1-4"	24	79309	30.3
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"5-14 years"	"5-14"	39	209344	18.6
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"15-24 years"	"15-24"	225	224866	100.1
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"25-34 years"	"25-34"	354	205339	172.4
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"35-44 years"	"35-44"	526	199089	264.2
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"45-54 years"	"45-54"	990	180470	548.6
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"55-64 years"	"55-64"	2516	202698	1241.3
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"65-74 years"	"65-74"	3920	156084	2511.5
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"75-84 years"	"75-84"	4558	72753	6265.0
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"85+ years"	"85+"	5066	26830	18881.8
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"< 1 year"	"1"	59	17417	338.7
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"1-4 years"	"1-4"	11	75080	Unreliable
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"5-14 years"	"5-14"	21	203442	10.3
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"15-24 years"	"15-24"	65	217065	29.9
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"25-34 years"	"25-34"	149	193148	77.1
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"35-44 years"	"35-44"	310	196114	158.1
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"45-54 years"	"45-54"	624	176982	352.6
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"55-64 years"	"55-64"	1629	206308	789.6
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"65-74 years"	"65-74"	2831	172334	1642.7
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"75-84 years"	"75-84"	3961	88493	4476.1
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"85+ years"	"85+"	6717	45312	14823.9
	"Iowa"	"19"	"2021 "	"2021"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"< 1 year"	"1"	89	18204	488.9
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"1-4 years"	"1-4"	23	78355	29.4
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"5-14 years"	"5-14"	39	213982	18.2
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"15-24 years"	"15-24"	189	229033	82.5
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"25-34 years"	"25-34"	348	204417	170.2
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"35-44 years"	"35-44"	575	207396	277.2
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"45-54 years"	"45-54"	1026	184981	554.7
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"55-64 years"	"55-64"	2590	205882	1258.0
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"65-74 years"	"65-74"	4074	163770	2487.6
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"75-84 years"	"75-84"	4522	71330	6339.5
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"85+ years"	"85+"	4363	24034	18153.4
	"Iowa"	"19"	"2021 "	"2021"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	106	17773	596.4
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	17	74937	Unreliable
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"5-14 years"	"5-14"	26	194514	13.4
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"15-24 years"	"15-24"	92	198600	46.3
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"25-34 years"	"25-34"	152	185532	81.9
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"35-44 years"	"35-44"	255	175989	144.9
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"45-54 years"	"45-54"	527	167777	314.1
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"55-64 years"	"55-64"	1334	191365	697.1
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"65-74 years"	"65-74"	2161	136902	1578.5
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"75-84 years"	"75-84"	3160	75157	4204.5
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"85+ years"	"85+"	5835	42553	13712.3
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	130	18666	696.5
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	13	77959	Unreliable
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"5-14 years"	"5-14"	36	203553	17.7
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"15-24 years"	"15-24"	238	214694	110.9
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"25-34 years"	"25-34"	333	197352	168.7
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"35-44 years"	"35-44"	420	180333	232.9
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"45-54 years"	"45-54"	794	168160	472.2
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"55-64 years"	"55-64"	2189	182060	1202.4
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"65-74 years"	"65-74"	2911	125955	2311.1
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"75-84 years"	"75-84"	3265	58691	5563.0
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"85+ years"	"85+"	3543	22983	15415.7
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	93	17235	539.6
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	10	73342	Unreliable
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"5-14 years"	"5-14"	27	193591	13.9
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"15-24 years"	"15-24"	73	198178	36.8
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"25-34 years"	"25-34"	148	185261	79.9
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"35-44 years"	"35-44"	260	178452	145.7
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"45-54 years"	"45-54"	512	163884	312.4
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"55-64 years"	"55-64"	1488	190103	782.7
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"65-74 years"	"65-74"	2205	142043	1552.3
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"75-84 years"	"75-84"	3193	77067	4143.1
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	5648	42461	13301.6
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	108	18090	597.0
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	24	76664	31.3
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"5-14 years"	"5-14"	34	202675	16.8
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"15-24 years"	"15-24"	213	214635	99.2
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"25-34 years"	"25-34"	347	197661	175.6
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"35-44 years"	"35-44"	432	182577	236.6
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"45-54 years"	"45-54"	755	164077	460.1
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"55-64 years"	"55-64"	2078	181402	1145.5
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"65-74 years"	"65-74"	3027	130193	2325.0
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"75-84 years"	"75-84"	3401	60506	5620.9
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	3606	23217	15531.7
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	101	17228	586.3
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	11	71934	Unreliable
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"5-14 years"	"5-14"	25	192967	13.0
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"15-24 years"	"15-24"	86	197593	43.5
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"25-34 years"	"25-34"	159	184418	86.2
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"35-44 years"	"35-44"	313	180633	173.3
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"45-54 years"	"45-54"	606	161552	375.1
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"55-64 years"	"55-64"	1529	188054	813.1
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"65-74 years"	"65-74"	2584	147299	1754.3
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"75-84 years"	"75-84"	3629	78523	4621.6
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"85+ years"	"85+"	6322	42064	15029.5
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	135	18053	747.8
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"1-4 years"	"1-4"	17	75889	Unreliable
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"5-14 years"	"5-14"	32	201348	15.9
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"15-24 years"	"15-24"	277	213476	129.8
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"25-34 years"	"25-34"	420	197110	213.1
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"35-44 years"	"35-44"	526	184378	285.3
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"45-54 years"	"45-54"	940	162175	579.6
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"55-64 years"	"55-64"	2397	178681	1341.5
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"65-74 years"	"65-74"	3608	135159	2669.4
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"75-84 years"	"75-84"	4093	61848	6617.8
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"85+ years"	"85+"	4248	23423	18136.0
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"< 1 year"	"1"	90	16341	550.8
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"1-4 years"	"1-4"	18	70548	Unreliable
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"5-14 years"	"5-14"	26	195980	13.3
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"15-24 years"	"15-24"	104	200430	51.9
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"25-34 years"	"25-34"	188	183347	102.5
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"35-44 years"	"35-44"	399	184854	215.8
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"45-54 years"	"45-54"	683	161549	422.8
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"55-64 years"	"55-64"	1697	185358	915.5
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"65-74 years"	"65-74"	2713	152190	1782.6
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"75-84 years"	"75-84"	3629	76149	4765.7
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"85+ years"	"85+"	5680	37345	15209.5
	"Kansas"	"20"	"2021 "	"2021"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"< 1 year"	"1"	103	17101	602.3
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"1-4 years"	"1-4"	20	74157	27.0
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"5-14 years"	"5-14"	37	205296	18.0
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"15-24 years"	"15-24"	288	217032	132.7
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"25-34 years"	"25-34"	455	194551	233.9
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"35-44 years"	"35-44"	680	191448	355.2
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"45-54 years"	"45-54"	1049	166257	631.0
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"55-64 years"	"55-64"	2467	180695	1365.3
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"65-74 years"	"65-74"	3986	141988	2807.3
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"75-84 years"	"75-84"	3989	61171	6521.1
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"85+ years"	"85+"	3728	20795	17927.4
	"Kansas"	"20"	"2021 "	"2021"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	133	26128	509.0
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	22	108276	20.3
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"5-14 years"	"5-14"	31	274484	11.3
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"15-24 years"	"15-24"	136	284811	47.8
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"25-34 years"	"25-34"	356	288157	123.5
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"35-44 years"	"35-44"	625	276761	225.8
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"45-54 years"	"45-54"	1279	291501	438.8
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"55-64 years"	"55-64"	2923	309737	943.7
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"65-74 years"	"65-74"	4526	231403	1955.9
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"75-84 years"	"75-84"	5940	122143	4863.2
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"85+ years"	"85+"	7656	53490	14313.0
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	182	27429	663.5
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	42	113579	37.0
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"5-14 years"	"5-14"	47	288030	16.3
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"15-24 years"	"15-24"	370	303824	121.8
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"25-34 years"	"25-34"	689	296950	232.0
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"35-44 years"	"35-44"	1010	275188	367.0
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"45-54 years"	"45-54"	2104	285313	737.4
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"55-64 years"	"55-64"	4392	287608	1527.1
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"65-74 years"	"65-74"	5947	203802	2918.0
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"75-84 years"	"75-84"	5954	92660	6425.6
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"85+ years"	"85+"	4343	27128	16009.3
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	117	25926	451.3
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	23	106770	21.5
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"5-14 years"	"5-14"	48	273342	17.6
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"15-24 years"	"15-24"	147	283274	51.9
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"25-34 years"	"25-34"	352	288130	122.2
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"35-44 years"	"35-44"	610	276619	220.5
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"45-54 years"	"45-54"	1295	284729	454.8
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"55-64 years"	"55-64"	2938	310463	946.3
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"65-74 years"	"65-74"	4560	238221	1914.2
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"75-84 years"	"75-84"	5956	125224	4756.3
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	7625	53946	14134.5
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	149	27228	547.2
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	34	112686	30.2
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"5-14 years"	"5-14"	49	287075	17.1
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"15-24 years"	"15-24"	303	300524	100.8
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"25-34 years"	"25-34"	643	299250	214.9
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"35-44 years"	"35-44"	1038	274334	378.4
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"45-54 years"	"45-54"	2021	278933	724.5
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"55-64 years"	"55-64"	4498	287826	1562.7
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"65-74 years"	"65-74"	5940	209655	2833.2
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"75-84 years"	"75-84"	6205	95596	6490.9
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	4438	27922	15894.3
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	147	25657	572.9
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	22	106103	20.7
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"5-14 years"	"5-14"	52	272993	19.0
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"15-24 years"	"15-24"	178	283489	62.8
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"25-34 years"	"25-34"	418	289420	144.4
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"35-44 years"	"35-44"	735	276702	265.6
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"45-54 years"	"45-54"	1458	280010	520.7
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"55-64 years"	"55-64"	3315	309290	1071.8
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"65-74 years"	"65-74"	5218	246242	2119.1
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"75-84 years"	"75-84"	6768	128022	5286.6
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"85+ years"	"85+"	8369	53978	15504.5
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	180	26854	670.3
	"Kentucky"	"21"	"2020"	"2020"	"Male"	"M"	"1-4 years"	"1-4"	30	111474	26.9
	"Kentucky"	"21"	"2020"	"2020"	"Male"	"M"	"5-14 years"	"5-14"	57	287532	19.8
	"Kentucky"	"21"	"2020"	"2020"	"Male"	"M"	"15-24 years"	"15-24"	462	299872	154.1
	"Kentucky"	"21"	"2020"	"2020"	"Male"	"M"	"25-34 years"	"25-34"	922	301683	305.6
	"Kentucky"	"21"	"2020"	"2020"	"Male"	"M"	"35-44 years"	"35-44"	1435	274239	523.3
	"Kentucky"	"21"	"2020"	"2020"	"Male"	"M"	"45-54 years"	"45-54"	2274	274404	828.7
