"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	26626	2493139	1068.0
	"South Carolina"	"45"	"2020"	"2020"	"Female"	"F"	28941	2694628	1074.0
	"South Carolina"	"45"	"2020"	"2020"	"Male"	"M"	32282	2523412	1279.3
	"South Carolina"	"45"	"2021 "	"2021"	"Female"	"F"	30521	2666990	1144.4
	"South Carolina"	"45"	"2021 "	"2021"	"Male"	"M"	34901	2523715	1382.9
	"South Dakota"	"46"	"2018"	"2018"	"Female"	"F"	3806	436704	871.5
	"South Dakota"	"46"	"2018"	"2018"	"Male"	"M"	4165	445531	934.8
	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	4028	437902	919.8
	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	4242	446757	949.5
	"South Dakota"	"46"	"2020"	"2020"	"Female"	"F"	4606	442058	1041.9
	"South Dakota"	"46"	"2020"	"2020"	"Male"	"M"	5255	450659	1166.1
	"South Dakota"	"46"	"2021 "	"2021"	"Female"	"F"	4263	440534	967.7
	"South Dakota"	"46"	"2021 "	"2021"	"Male"	"M"	4922	454842	1082.1
	"Tennessee"	"47"	"2018"	"2018"	"Female"	"F"	34692	3467086	1000.6
	"Tennessee"	"47"	"2018"	"2018"	"Male"	"M"	36386	3302924	1101.6
	"Tennessee"	"47"	"2019"	"2019"	"Female"	"F"	34217	3496935	978.5
	"Tennessee"	"47"	"2019"	"2019"	"Male"	"M"	37718	3332239	1131.9
	"Tennessee"	"47"	"2020"	"2020"	"Female"	"F"	39873	3528814	1129.9
	"Tennessee"	"47"	"2020"	"2020"	"Male"	"M"	44332	3358020	1320.2
	"Tennessee"	"47"	"2021 "	"2021"	"Female"	"F"	43020	3555217	1210.1
	"Tennessee"	"47"	"2021 "	"2021"	"Male"	"M"	48110	3420001	1406.7
	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	95697	14441739	662.6
	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	106514	14260106	746.9
	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	95866	14593179	656.9
	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	107496	14402702	746.4
	"Texas"	"48"	"2020"	"2020"	"Female"	"F"	115726	14779708	783.0
	"Texas"	"48"	"2020"	"2020"	"Male"	"M"	134613	14581051	923.2
	"Texas"	"48"	"2021 "	"2021"	"Female"	"F"	123163	14791971	832.6
	"Texas"	"48"	"2021 "	"2021"	"Male"	"M"	144488	14735970	980.5
	"Utah"	"49"	"2018"	"2018"	"Female"	"F"	8749	1568962	557.6
	"Utah"	"49"	"2018"	"2018"	"Male"	"M"	9605	1592143	603.3
	"Utah"	"49"	"2019"	"2019"	"Female"	"F"	8941	1591041	562.0
	"Utah"	"49"	"2019"	"2019"	"Male"	"M"	9795	1614917	606.5
	"Utah"	"49"	"2020"	"2020"	"Female"	"F"	10171	1612139	630.9
	"Utah"	"49"	"2020"	"2020"	"Male"	"M"	11326	1637740	691.6
	"Utah"	"49"	"2021 "	"2021"	"Female"	"F"	10531	1647906	639.1
	"Utah"	"49"	"2021 "	"2021"	"Male"	"M"	12038	1690069	712.3
	"Vermont"	"50"	"2018"	"2018"	"Female"	"F"	2977	317047	939.0
	"Vermont"	"50"	"2018"	"2018"	"Male"	"M"	3050	309252	986.3
	"Vermont"	"50"	"2019"	"2019"	"Female"	"F"	2869	315673	908.9
	"Vermont"	"50"	"2019"	"2019"	"Male"	"M"	3087	308316	1001.2
	"Vermont"	"50"	"2020"	"2020"	"Female"	"F"	3119	315355	989.0
	"Vermont"	"50"	"2020"	"2020"	"Male"	"M"	3340	307992	1084.4
	"Vermont"	"50"	"2021 "	"2021"	"Female"	"F"	3219	324720	991.3
	"Vermont"	"50"	"2021 "	"2021"	"Male"	"M"	3658	320850	1140.1
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	33942	4327037	784.4
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	35417	4190648	845.1
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	34476	4335262	795.2
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	35849	4200257	853.5
	"Virginia"	"51"	"2020"	"2020"	"Female"	"F"	39105	4363032	896.3
	"Virginia"	"51"	"2020"	"2020"	"Male"	"M"	41491	4227531	981.4
	"Virginia"	"51"	"2021 "	"2021"	"Female"	"F"	41128	4365073	942.2
	"Virginia"	"51"	"2021 "	"2021"	"Male"	"M"	44812	4277201	1047.7
	"Washington"	"53"	"2018"	"2018"	"Female"	"F"	27483	3765680	729.8
	"Washington"	"53"	"2018"	"2018"	"Male"	"M"	29394	3769911	779.7
	"Washington"	"53"	"2019"	"2019"	"Female"	"F"	28070	3802910	738.1
	"Washington"	"53"	"2019"	"2019"	"Male"	"M"	30193	3811983	792.1
	"Washington"	"53"	"2020"	"2020"	"Female"	"F"	29947	3840014	779.9
	"Washington"	"53"	"2020"	"2020"	"Male"	"M"	33199	3853598	861.5
	"Washington"	"53"	"2021 "	"2021"	"Female"	"F"	31974	3840425	832.6
	"Washington"	"53"	"2021 "	"2021"	"Male"	"M"	36715	3898267	941.8
	"West Virginia"	"54"	"2018"	"2018"	"Female"	"F"	11347	911492	1244.9
	"West Virginia"	"54"	"2018"	"2018"	"Male"	"M"	12131	894340	1356.4
	"West Virginia"	"54"	"2019"	"2019"	"Female"	"F"	11236	904377	1242.4
	"West Virginia"	"54"	"2019"	"2019"	"Male"	"M"	12168	887770	1370.6
	"West Virginia"	"54"	"2020"	"2020"	"Female"	"F"	12226	900511	1357.7
	"West Virginia"	"54"	"2020"	"2020"	"Male"	"M"	13880	884276	1569.6
	"West Virginia"	"54"	"2021 "	"2021"	"Female"	"F"	13851	893861	1549.6
	"West Virginia"	"54"	"2021 "	"2021"	"Male"	"M"	15652	889098	1760.4
	"Wisconsin"	"55"	"2018"	"2018"	"Female"	"F"	26517	2921295	907.7
	"Wisconsin"	"55"	"2018"	"2018"	"Male"	"M"	27167	2892273	939.3
	"Wisconsin"	"55"	"2019"	"2019"	"Female"	"F"	26485	2925225	905.4
	"Wisconsin"	"55"	"2019"	"2019"	"Male"	"M"	27704	2897209	956.2
	"Wisconsin"	"55"	"2020"	"2020"	"Female"	"F"	30263	2928939	1033.2
	"Wisconsin"	"55"	"2020"	"2020"	"Male"	"M"	32443	2903716	1117.3
	"Wisconsin"	"55"	"2021 "	"2021"	"Female"	"F"	28890	2942034	982.0
	"Wisconsin"	"55"	"2021 "	"2021"	"Male"	"M"	32083	2953874	1086.1
	"Wyoming"	"56"	"2018"	"2018"	"Female"	"F"	2394	283203	845.3
	"Wyoming"	"56"	"2018"	"2018"	"Male"	"M"	2676	294534	908.6
	"Wyoming"	"56"	"2019"	"2019"	"Female"	"F"	2323	284029	817.9
	"Wyoming"	"56"	"2019"	"2019"	"Male"	"M"	2798	294730	949.3
	"Wyoming"	"56"	"2020"	"2020"	"Female"	"F"	2725	285437	954.7
	"Wyoming"	"56"	"2020"	"2020"	"Male"	"M"	3258	296891	1097.4
	"Wyoming"	"56"	"2021 "	"2021"	"Female"	"F"	2981	282589	1054.9
	"Wyoming"	"56"	"2021 "	"2021"	"Male"	"M"	3601	296214	1215.7
"---"
"Dataset: Multiple Cause of Death, 2018-2021, Single Race"
"Query Parameters:"
"Title: final_2018_2021_year_state_gender"
"Group By: State; Year; Gender"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Jan 12, 2024 1:18:14 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2023. Data are from the Multiple Cause of Death Files,"
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Jan 12, 2024 1:18:14 AM"
"---"
Caveats:
"1. The population figures for year 2021 are single-race estimates of the July 1 resident population, based on the Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Population Data."
"2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Age"
"Group."
